"industry_code","industry_title"
"321992","NAICS 321992 Prefabricated wood building manufacturing"
"321999","NAICS 321999 All other miscellaneous wood product manufacturing"
"322","NAICS 322 Paper manufacturing"
"3221","NAICS 3221 Pulp, paper, and paperboard mills"
"32211","NAICS 32211 Pulp mills"
"322110","NAICS 322110 Pulp mills"
"32212","NAICS 32212 Paper mills"
"322120","NAICS 322120 Paper mills"
"322121","NAICS17 322121 Paper, except newsprint, mills"
"322122","NAICS17 322122 Newsprint mills"
"32213","NAICS 32213 Paperboard mills"
"322130","NAICS 322130 Paperboard mills"
"3222","NAICS 3222 Converted paper product manufacturing"
"32221","NAICS 32221 Paperboard container manufacturing"
"322211","NAICS 322211 Corrugated and solid fiber box manufacturing"
"322212","NAICS 322212 Folding paperboard box manufacturing"
"322213","NAICS07 322213 Setup paperboard box manufacturing"
"322214","NAICS07 322214 Fiber can, tube, and drum manufacturing"
"322215","NAICS07 322215 Nonfolding sanitary food container mfg."
"322219","NAICS 322219 Other paperboard container manufacturing"
"32222","NAICS 32222 Paper bag and coated and treated paper manufacturing"
"322220","NAICS 322220 Paper bag and coated and treated paper manufacturing"
"322221","NAICS07 322221 Coated and laminated packaging paper mfg."
"322222","NAICS07 322222 Coated and laminated paper manufacturing"
"322223","NAICS07 322223 Coated paper bag and pouch manufacturing"
"322224","NAICS07 322224 Uncoated paper and multiwall bag mfg."
"322225","NAICS07 322225 Flexible packaging foil manufacturing"
"322226","NAICS07 322226 Surface-coated paperboard manufacturing"
"32223","NAICS 32223 Stationery product manufacturing"
"322230","NAICS 322230 Stationery product manufacturing"
"322231","NAICS07 322231 Die-cut paper office supplies manufacturing"
"322232","NAICS07 322232 Envelope manufacturing"
"322233","NAICS07 322233 Stationery and related product manufacturing"
"32229","NAICS 32229 Other converted paper product manufacturing"
"322291","NAICS 322291 Sanitary paper product manufacturing"
"322299","NAICS 322299 All other converted paper product manufacturing"
"323","NAICS 323 Printing and related support activities"
"3231","NAICS 3231 Printing and related support activities"
"32311","NAICS 32311 Printing"
"323110","NAICS07 323110 Commercial lithographic printing"
"323111","NAICS 323111 Commercial printing (except screen and books)"
"323112","NAICS07 323112 Commercial flexographic printing"
"323113","NAICS 323113 Commercial screen printing"
"323114","NAICS07 323114 Quick printing"
"323115","NAICS07 323115 Digital printing"
"323116","NAICS07 323116 Manifold business forms printing"
"323117","NAICS 323117 Books printing"
"323118","NAICS07 323118 Blankbook and looseleaf binder manufacturing"
"323119","NAICS07 323119 Other commercial printing"
"32312","NAICS 32312 Support activities for printing"
"323120","NAICS 323120 Support activities for printing"
"323121","NAICS07 323121 Tradebinding and related work"
"323122","NAICS07 323122 Prepress services"
"324","NAICS 324 Petroleum and coal products manufacturing"
"3241","NAICS 3241 Petroleum and coal products manufacturing"
"32411","NAICS 32411 Petroleum refineries"
"324110","NAICS 324110 Petroleum refineries"
"32412","NAICS 32412 Asphalt paving, roofing, and saturated materials manufacturing"
"324121","NAICS 324121 Asphalt paving mixture and block manufacturing"
"324122","NAICS 324122 Asphalt shingle and coating materials manufacturing"
"32419","NAICS 32419 Other petroleum and coal products manufacturing"
"324191","NAICS 324191 Petroleum lubricating oil and grease manufacturing"
"324199","NAICS 324199 All other petroleum and coal products manufacturing"
"325","NAICS 325 Chemical manufacturing"
"3251","NAICS 3251 Basic chemical manufacturing"
"32511","NAICS 32511 Petrochemical manufacturing"
"325110","NAICS 325110 Petrochemical manufacturing"
"32512","NAICS 32512 Industrial gas manufacturing"
"325120","NAICS 325120 Industrial gas manufacturing"
"32513","NAICS 32513 Synthetic dye and pigment manufacturing"
"325130","NAICS 325130 Synthetic dye and pigment manufacturing"
"325131","NAICS07 325131 Inorganic dye and pigment manufacturing"
"325132","NAICS07 325132 Synthetic organic dye and pigment mfg."
"32518","NAICS 32518 Other basic inorganic chemical manufacturing"
"325180","NAICS 325180 Other basic inorganic chemical manufacturing"
"325181","NAICS07 325181 Alkalies and chlorine manufacturing"
"325182","NAICS07 325182 Carbon black manufacturing"
"325188","NAICS07 325188 All other basic inorganic chemical mfg."
"32519","NAICS 32519 Other basic organic chemical manufacturing"
"325191","NAICS07 325191 Gum and wood chemical manufacturing"
"325192","NAICS07 325192 Cyclic crude and intermediate manufacturing"
"325193","NAICS 325193 Ethyl alcohol manufacturing"
"325194","NAICS 325194 Cyclic crude, intermediate, and gum and wood chemical manufacturing"
"325199","NAICS 325199 All other basic organic chemical manufacturing"
"3252","NAICS 3252 Resin, synthetic rubber, and artificial and synthetic fibers and filaments manufacturing"
"32521","NAICS 32521 Resin and synthetic rubber manufacturing"
"325211","NAICS 325211 Plastics material and resin manufacturing"
"325212","NAICS 325212 Synthetic rubber manufacturing"
"32522","NAICS 32522 Artificial and synthetic fibers and filaments manufacturing"
"325220","NAICS 325220 Artificial and synthetic fibers and filaments manufacturing"
"325221","NAICS07 325221 Cellulosic organic fiber manufacturing"
"325222","NAICS07 325222 Noncellulosic organic fiber manufacturing"
"3253","NAICS 3253 Pesticide, fertilizer, and other agricultural chemical manufacturing"
"32531","NAICS 32531 Fertilizer and compost manufacturing"
"325311","NAICS 325311 Nitrogenous fertilizer manufacturing"
"325312","NAICS 325312 Phosphatic fertilizer manufacturing"
"325314","NAICS 325314 Fertilizer (mixing only) manufacturing"
"325315","NAICS 325315 Compost manufacturing"
"32532","NAICS 32532 Pesticide and other agricultural chemical manufacturing"
"325320","NAICS 325320 Pesticide and other agricultural chemical manufacturing"
"3254","NAICS 3254 Pharmaceutical and medicine manufacturing"
"32541","NAICS 32541 Pharmaceutical and medicine manufacturing"
"325411","NAICS 325411 Medicinal and botanical manufacturing"
"325412","NAICS 325412 Pharmaceutical preparation manufacturing"
"325413","NAICS 325413 In-vitro diagnostic substance manufacturing"
"325414","NAICS 325414 Biological product (except diagnostic) manufacturing"
"3255","NAICS 3255 Paint, coating, and adhesive manufacturing"
"32551","NAICS 32551 Paint and coating manufacturing"
"325510","NAICS 325510 Paint and coating manufacturing"
"32552","NAICS 32552 Adhesive manufacturing"
"325520","NAICS 325520 Adhesive manufacturing"
"3256","NAICS 3256 Soap, cleaning compound, and toilet preparation manufacturing"
"32561","NAICS 32561 Soap and cleaning compound manufacturing"
"325611","NAICS 325611 Soap and other detergent manufacturing"
"325612","NAICS 325612 Polish and other sanitation good manufacturing"
"325613","NAICS 325613 Surface active agent manufacturing"
"32562","NAICS 32562 Toilet preparation manufacturing"
"325620","NAICS 325620 Toilet preparation manufacturing"
"3259","NAICS 3259 Other chemical product and preparation manufacturing"
"32591","NAICS 32591 Printing ink manufacturing"
"325910","NAICS 325910 Printing ink manufacturing"
"32592","NAICS 32592 Explosives manufacturing"
"325920","NAICS 325920 Explosives manufacturing"
"32599","NAICS 32599 All other chemical product and preparation manufacturing"
"325991","NAICS 325991 Custom compounding of purchased resins"
"325992","NAICS 325992 Photographic film, paper, plate, chemical, and copy toner manufacturing"
"325998","NAICS 325998 All other miscellaneous chemical product and preparation manufacturing"
"326","NAICS 326 Plastics and rubber products manufacturing"
"3261","NAICS 3261 Plastics product manufacturing"
"32611","NAICS 32611 Plastics packaging materials and unlaminated film and sheet manufacturing"
"326111","NAICS 326111 Plastics bag and pouch manufacturing"
"326112","NAICS 326112 Plastics packaging film and sheet (including laminated) manufacturing"
"326113","NAICS 326113 Unlaminated plastics film and sheet (except packaging) manufacturing"
"32612","NAICS 32612 Plastics pipe, pipe fitting, and unlaminated profile shape manufacturing"
"326121","NAICS 326121 Unlaminated plastics profile shape manufacturing"
"326122","NAICS 326122 Plastics pipe and pipe fitting manufacturing"
"32613","NAICS 32613 Laminated plastics plate, sheet (except packaging), and shape manufacturing"
"326130","NAICS 326130 Laminated plastics plate, sheet (except packaging), and shape manufacturing"
"32614","NAICS 32614 Polystyrene foam product manufacturing"
"326140","NAICS 326140 Polystyrene foam product manufacturing"
"32615","NAICS 32615 Urethane and other foam product (except polystyrene) manufacturing"
"326150","NAICS 326150 Urethane and other foam product (except polystyrene) manufacturing"
"32616","NAICS 32616 Plastics bottle manufacturing"
"326160","NAICS 326160 Plastics bottle manufacturing"
"32619","NAICS 32619 Other plastics product manufacturing"
"326191","NAICS 326191 Plastics plumbing fixture manufacturing"
"326192","NAICS07 326192 Resilient floor covering manufacturing"
"326199","NAICS 326199 All other plastics product manufacturing"
"3262","NAICS 3262 Rubber product manufacturing"
"32621","NAICS 32621 Tire manufacturing"
"326211","NAICS 326211 Tire manufacturing (except retreading)"
"326212","NAICS 326212 Tire retreading"
"32622","NAICS 32622 Rubber and plastics hoses and belting manufacturing"
"326220","NAICS 326220 Rubber and plastics hoses and belting manufacturing"
"32629","NAICS 32629 Other rubber product manufacturing"
"326291","NAICS 326291 Rubber product manufacturing for mechanical use"
"326299","NAICS 326299 All other rubber product manufacturing"
"327","NAICS 327 Nonmetallic mineral product manufacturing"
"3271","NAICS 3271 Clay product and refractory manufacturing"
"32711","NAICS 32711 Pottery, ceramics, and plumbing fixture manufacturing"
"327110","NAICS 327110 Pottery, ceramics, and plumbing fixture manufacturing"
"327111","NAICS07 327111 Vitreous china plumbing fixture manufacturing"
"327112","NAICS07 327112 Vitreous china and earthenware articles mfg."
"327113","NAICS07 327113 Porcelain electrical supply manufacturing"
"32712","NAICS 32712 Clay building material and refractories manufacturing"
"327120","NAICS 327120 Clay building material and refractories manufacturing"
"327121","NAICS07 327121 Brick and structural clay tile manufacturing"
"327122","NAICS07 327122 Ceramic wall and floor tile manufacturing"
"327123","NAICS07 327123 Other structural clay product manufacturing"
"327124","NAICS07 327124 Clay refractory manufacturing"
"327125","NAICS07 327125 Nonclay refractory manufacturing"
"3272","NAICS 3272 Glass and glass product manufacturing"
"32721","NAICS 32721 Glass and glass product manufacturing"
"327211","NAICS 327211 Flat glass manufacturing"
"327212","NAICS 327212 Other pressed and blown glass and glassware manufacturing"
"327213","NAICS 327213 Glass container manufacturing"
"327215","NAICS 327215 Glass product manufacturing made of purchased glass"
"3273","NAICS 3273 Cement and concrete product manufacturing"
"32731","NAICS 32731 Cement manufacturing"
"327310","NAICS 327310 Cement manufacturing"
"32732","NAICS 32732 Ready-mix concrete manufacturing"
"327320","NAICS 327320 Ready-mix concrete manufacturing"
"32733","NAICS 32733 Concrete pipe, brick, and block manufacturing"
"327331","NAICS 327331 Concrete block and brick manufacturing"
"327332","NAICS 327332 Concrete pipe manufacturing"
"32739","NAICS 32739 Other concrete product manufacturing"
"327390","NAICS 327390 Other concrete product manufacturing"
"3274","NAICS 3274 Lime and gypsum product manufacturing"
"32741","NAICS 32741 Lime manufacturing"
"327410","NAICS 327410 Lime manufacturing"
"32742","NAICS 32742 Gypsum product manufacturing"
"327420","NAICS 327420 Gypsum product manufacturing"
"3279","NAICS 3279 Other nonmetallic mineral product manufacturing"
"32791","NAICS 32791 Abrasive product manufacturing"
"327910","NAICS 327910 Abrasive product manufacturing"
"32799","NAICS 32799 All other nonmetallic mineral product manufacturing"
"327991","NAICS 327991 Cut stone and stone product manufacturing"
"327992","NAICS 327992 Ground or treated mineral and earth manufacturing"
"327993","NAICS 327993 Mineral wool manufacturing"
"327999","NAICS 327999 All other miscellaneous nonmetallic mineral product manufacturing"
"331","NAICS 331 Primary metal manufacturing"
"3311","NAICS 3311 Iron and steel mills and ferroalloy manufacturing"
"33111","NAICS 33111 Iron and steel mills and ferroalloy manufacturing"
"331110","NAICS 331110 Iron and steel mills and ferroalloy manufacturing"
"331111","NAICS07 331111 Iron and steel mills"
"331112","NAICS07 331112 Ferroalloy and related product manufacturing"
"3312","NAICS 3312 Steel product manufacturing from purchased steel"
"33121","NAICS 33121 Iron and steel pipe and tube manufacturing from purchased steel"
"331210","NAICS 331210 Iron and steel pipe and tube manufacturing from purchased steel"
"33122","NAICS 33122 Rolling and drawing of purchased steel"
"331221","NAICS 331221 Rolled steel shape manufacturing"
"331222","NAICS 331222 Steel wire drawing"
"3313","NAICS 3313 Alumina and aluminum production and processing"
"33131","NAICS 33131 Alumina and aluminum production and processing"
"331311","NAICS07 331311 Alumina refining"
"331312","NAICS07 331312 Primary aluminum production"
"331313","NAICS 331313 Alumina refining and primary aluminum production"
"331314","NAICS 331314 Secondary smelting and alloying of aluminum"
"331315","NAICS 331315 Aluminum sheet, plate, and foil manufacturing"
"331316","NAICS07 331316 Aluminum extruded product manufacturing"
"331318","NAICS 331318 Other aluminum rolling, drawing, and extruding"
"331319","NAICS07 331319 Other aluminum rolling and drawing"
"3314","NAICS 3314 Nonferrous metal (except aluminum) production and processing"
"33141","NAICS 33141 Nonferrous metal (except aluminum) smelting and refining"
"331410","NAICS 331410 Nonferrous metal (except aluminum) smelting and refining"
"331411","NAICS07 331411 Primary smelting and refining of copper"
"331419","NAICS07 331419 Primary nonferrous metal, except cu and al"
"33142","NAICS 33142 Copper rolling, drawing, extruding, and alloying"
"331420","NAICS 331420 Copper rolling, drawing, extruding, and alloying"
"331421","NAICS07 331421 Copper rolling, drawing, and extruding"
"331422","NAICS07 331422 Copper wire, except mechanical, drawing"
"331423","NAICS07 331423 Secondary processing of copper"
"33149","NAICS 33149 Nonferrous metal (except copper and aluminum) rolling, drawing, extruding, and alloying"
"331491","NAICS 331491 Nonferrous metal (except copper and aluminum) rolling, drawing, and extruding"
"331492","NAICS 331492 Secondary smelting, refining, and alloying of nonferrous metal (except copper and aluminum) "
"3315","NAICS 3315 Foundries"
"33151","NAICS 33151 Ferrous metal foundries"
"331511","NAICS 331511 Iron foundries"
"331512","NAICS 331512 Steel investment foundries"
"331513","NAICS 331513 Steel foundries (except investment)"
"33152","NAICS 33152 Nonferrous metal foundries"
"331521","NAICS07 331521 Aluminum die-casting foundries"
"331522","NAICS07 331522 Nonferrous, except al, die-casting foundries"
"331523","NAICS 331523 Nonferrous metal die-casting foundries"
"331524","NAICS 331524 Aluminum foundries (except die-casting)"
"331525","NAICS07 331525 Copper foundries, except die-casting"
"331528","NAICS07 331528 Other nonferrous foundries, exc. die-casting"
"331529","NAICS 331529 Other nonferrous metal foundries (except die-casting)"
"332","NAICS 332 Fabricated metal product manufacturing"
"3321","NAICS 3321 Forging and stamping"
"33211","NAICS 33211 Forging and stamping"
"332111","NAICS 332111 Iron and steel forging"
"332112","NAICS 332112 Nonferrous forging"
"332114","NAICS 332114 Custom roll forming"
"332115","NAICS07 332115 Crown and closure manufacturing"
"332116","NAICS07 332116 Metal stamping"
"332117","NAICS 332117 Powder metallurgy part manufacturing"
"332119","NAICS 332119 Metal crown, closure, and other metal stamping (except automotive)"
"3322","NAICS 3322 Cutlery and handtool manufacturing"
"33221","NAICS 33221 Cutlery and handtool manufacturing"
"332211","NAICS07 332211 Cutlery and flatware, except precious, mfg."
"332212","NAICS07 332212 Hand and edge tool manufacturing"
"332213","NAICS07 332213 Saw blade and handsaw manufacturing"
"332214","NAICS07 332214 Kitchen utensil, pot, and pan manufacturing"
"332215","NAICS 332215 Metal kitchen cookware, utensil, cutlery, and flatware (except precious) manufacturing"
"332216","NAICS 332216 Saw blade and handtool manufacturing"
"3323","NAICS 3323 Architectural and structural metals manufacturing"
"33231","NAICS 33231 Plate work and fabricated structural product manufacturing"
"332311","NAICS 332311 Prefabricated metal building and component manufacturing"
"332312","NAICS 332312 Fabricated structural metal manufacturing"
"332313","NAICS 332313 Plate work manufacturing"
"33232","NAICS 33232 Ornamental and architectural metal products manufacturing"
"332321","NAICS 332321 Metal window and door manufacturing"
"332322","NAICS 332322 Sheet metal work manufacturing"
"332323","NAICS 332323 Ornamental and architectural metal work manufacturing"
"3324","NAICS 3324 Boiler, tank, and shipping container manufacturing"
"33241","NAICS 33241 Power boiler and heat exchanger manufacturing"
"332410","NAICS 332410 Power boiler and heat exchanger manufacturing"
"33242","NAICS 33242 Metal tank (heavy gauge) manufacturing"
"332420","NAICS 332420 Metal tank (heavy gauge) manufacturing"
"33243","NAICS 33243 Metal can, box, and other metal container (light gauge) manufacturing"
"332431","NAICS 332431 Metal can manufacturing"
"332439","NAICS 332439 Other metal container manufacturing"
"3325","NAICS 3325 Hardware manufacturing"
"33251","NAICS 33251 Hardware manufacturing"
"332510","NAICS 332510 Hardware manufacturing"
"3326","NAICS 3326 Spring and wire product manufacturing"
"33261","NAICS 33261 Spring and wire product manufacturing"
"332611","NAICS07 332611 Spring, heavy gauge, manufacturing"
"332612","NAICS07 332612 Spring, light gauge, manufacturing"
"332613","NAICS 332613 Spring manufacturing"
"332618","NAICS 332618 Other fabricated wire product manufacturing"
"3327","NAICS 3327 Machine shops; turned product; and screw, nut, and bolt manufacturing"
"33271","NAICS 33271 Machine shops"
"332710","NAICS 332710 Machine shops"
"33272","NAICS 33272 Turned product and screw, nut, and bolt manufacturing"
"332721","NAICS 332721 Precision turned product manufacturing"
"332722","NAICS 332722 Bolt, nut, screw, rivet, and washer manufacturing"
"3328","NAICS 3328 Coating, engraving, heat treating, and allied activities"
"33281","NAICS 33281 Coating, engraving, heat treating, and allied activities"
"332811","NAICS 332811 Metal heat treating"
"332812","NAICS 332812 Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers"
"332813","NAICS 332813 Electroplating, plating, polishing, anodizing, and coloring"
"3329","NAICS 3329 Other fabricated metal product manufacturing"
"33291","NAICS 33291 Metal valve manufacturing"
"332911","NAICS 332911 Industrial valve manufacturing"
"332912","NAICS 332912 Fluid power valve and hose fitting manufacturing"
"332913","NAICS 332913 Plumbing fixture fitting and trim manufacturing"
"332919","NAICS 332919 Other metal valve and pipe fitting manufacturing"
"33299","NAICS 33299 All other fabricated metal product manufacturing"
"332991","NAICS 332991 Ball and roller bearing manufacturing"
"332992","NAICS 332992 Small arms ammunition manufacturing"
"332993","NAICS 332993 Ammunition (except small arms) manufacturing"
"332994","NAICS 332994 Small arms, ordnance, and ordnance accessories manufacturing"
"332995","NAICS07 332995 Other ordnance and accessories manufacturing"
"332996","NAICS 332996 Fabricated pipe and pipe fitting manufacturing"
"332997","NAICS07 332997 Industrial pattern manufacturing"
"332998","NAICS07 332998 Enameled iron and metal sanitary ware mfg."
"332999","NAICS 332999 All other miscellaneous fabricated metal product manufacturing"
"333","NAICS 333 Machinery manufacturing"
"3331","NAICS 3331 Agriculture, construction, and mining machinery manufacturing"
"33311","NAICS 33311 Agricultural implement manufacturing"
"333111","NAICS 333111 Farm machinery and equipment manufacturing"
"333112","NAICS 333112 Lawn and garden tractor and home lawn and garden equipment manufacturing"
"33312","NAICS 33312 Construction machinery manufacturing"
"333120","NAICS 333120 Construction machinery manufacturing"
"33313","NAICS 33313 Mining and oil and gas field machinery manufacturing"
"333131","NAICS 333131 Mining machinery and equipment manufacturing"
"333132","NAICS 333132 Oil and gas field machinery and equipment manufacturing"
"3332","NAICS 3332 Industrial machinery manufacturing"
"33321","NAICS07 33321 Sawmill and woodworking machinery"
"333210","NAICS07 333210 Sawmill and woodworking machinery"
"33322","NAICS07 33322 Plastics and rubber industry machinery"
"333220","NAICS07 333220 Plastics and rubber industry machinery"
"33324","NAICS 33324 Industrial machinery manufacturing"
"333241","NAICS 333241 Food product machinery manufacturing"
"333242","NAICS 333242 Semiconductor machinery manufacturing"
"333243","NAICS 333243 Sawmill, woodworking, and paper machinery manufacturing"
"333244","NAICS17 333244 Printing machinery and equipment mfg."
"333248","NAICS 333248 All other industrial machinery manufacturing"
"333249","NAICS17 333249 Other industrial machinery manufacturing"
"33329","NAICS07 33329 Other industrial machinery manufacturing"
"333291","NAICS07 333291 Paper industry machinery manufacturing"
"333292","NAICS07 333292 Textile machinery manufacturing"
"333293","NAICS07 333293 Printing machinery and equipment mfg."
"333294","NAICS07 333294 Food product machinery manufacturing"
"333295","NAICS07 333295 Semiconductor machinery manufacturing"
"333298","NAICS07 333298 All other industrial machinery manufacturing"
"3333","NAICS 3333 Commercial and service industry machinery manufacturing"
"33331","NAICS 33331 Commercial and service industry machinery manufacturing"
"333310","NAICS 333310 Commercial and service industry machinery manufacturing"
"333311","NAICS07 333311 Automatic vending machine manufacturing"
"333312","NAICS07 333312 Commercial laundry and drycleaning machinery"
"333313","NAICS07 333313 Office machinery manufacturing"
"333314","NAICS17 333314 Optical instrument and lens manufacturing"
"333315","NAICS07 333315 Photographic and photocopying equipment mfg."
"333316","NAICS17 333316 Photographic and photocopying equipment mfg."
"333318","NAICS17 333318 Other commercial and service machinery mfg."
"333319","NAICS07 333319 Other commercial and service machinery mfg."
"3334","NAICS 3334 Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing"
"33341","NAICS 33341 Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing"
"333411","NAICS07 333411 Air purification equipment manufacturing"
"333412","NAICS07 333412 Industrial and commercial fan and blower mfg."
"333413","NAICS 333413 Industrial and commercial fan and blower and air purification equipment manufacturing"
"333414","NAICS 333414 Heating equipment (except warm air furnaces) manufacturing"
"333415","NAICS 333415 Air-conditioning and warm air heating equipment and commercial and industrial refrigeration equipment manufacturing"
"3335","NAICS 3335 Metalworking machinery manufacturing"
"33351","NAICS 33351 Metalworking machinery manufacturing"
"333511","NAICS 333511 Industrial mold manufacturing"
"333512","NAICS07 333512 Metal cutting machine tool manufacturing"
"333513","NAICS07 333513 Metal forming machine tool manufacturing"
"333514","NAICS 333514 Special die and tool, die set, jig, and fixture manufacturing"
"333515","NAICS 333515 Cutting tool and machine tool accessory manufacturing"
"333516","NAICS07 333516 Rolling mill machinery and equipment mfg."
"333517","NAICS 333517 Machine tool manufacturing"
"333518","NAICS07 333518 Other metalworking machinery manufacturing"
"333519","NAICS 333519 Rolling mill and other metalworking machinery manufacturing"
"3336","NAICS 3336 Engine, turbine, and power transmission equipment manufacturing"
"33361","NAICS 33361 Engine, turbine, and power transmission equipment manufacturing"
"333611","NAICS 333611 Turbine and turbine generator set units manufacturing"
"333612","NAICS 333612 Speed changer, industrial high-speed drive, and gear manufacturing"
"333613","NAICS 333613 Mechanical power transmission equipment manufacturing"
"333618","NAICS 333618 Other engine equipment manufacturing"
"3339","NAICS 3339 Other general purpose machinery manufacturing"
"33391","NAICS 33391 Pump and compressor manufacturing"
"333911","NAICS12 333911 Pump and pumping equipment manufacturing"
"333912","NAICS 333912 Air and gas compressor manufacturing"
"333913","NAICS12 333913 Measuring and dispensing pump manufacturing"
"333914","NAICS 333914 Measuring, dispensing, and other pumping equipment manufacturing"
"33392","NAICS 33392 Material handling equipment manufacturing"
"333921","NAICS 333921 Elevator and moving stairway manufacturing"
"333922","NAICS 333922 Conveyor and conveying equipment manufacturing"
"333923","NAICS 333923 Overhead traveling crane, hoist, and monorail system manufacturing"
"333924","NAICS 333924 Industrial truck, tractor, trailer, and stacker machinery manufacturing"
"33399","NAICS 33399 All other general purpose machinery manufacturing"
"333991","NAICS 333991 Power-driven handtool manufacturing"
"333992","NAICS 333992 Welding and soldering equipment manufacturing"
"333993","NAICS 333993 Packaging machinery manufacturing"
"333994","NAICS 333994 Industrial process furnace and oven manufacturing"
"333995","NAICS 333995 Fluid power cylinder and actuator manufacturing"
"333996","NAICS 333996 Fluid power pump and motor manufacturing"
"333997","NAICS17 333997 Scale and balance manufacturing"
"333998","NAICS 333998 All other miscellaneous general purpose machinery manufacturing"
"333999","NAICS17 333999 Miscellaneous general purpose machinery mfg."
"334","NAICS 334 Computer and electronic product manufacturing"
"3341","NAICS 3341 Computer and peripheral equipment manufacturing"
"33411","NAICS 33411 Computer and peripheral equipment manufacturing"
"334111","NAICS 334111 Electronic computer manufacturing"
"334112","NAICS 334112 Computer storage device manufacturing"
"334113","NAICS07 334113 Computer terminal manufacturing"
"334118","NAICS 334118 Computer terminal and other computer peripheral equipment manufacturing"
"334119","NAICS07 334119 Other computer peripheral equipment mfg."
"3342","NAICS 3342 Communications equipment manufacturing"
"33421","NAICS 33421 Telephone apparatus manufacturing"
"334210","NAICS 334210 Telephone apparatus manufacturing"
"33422","NAICS 33422 Radio and television broadcasting and wireless communications equipment manufacturing"
"334220","NAICS 334220 Radio and television broadcasting and wireless communications equipment manufacturing"
"33429","NAICS 33429 Other communications equipment manufacturing"
"334290","NAICS 334290 Other communications equipment manufacturing"
"3343","NAICS 3343 Audio and video equipment manufacturing"
"33431","NAICS 33431 Audio and video equipment manufacturing"
"334310","NAICS 334310 Audio and video equipment manufacturing"
"3344","NAICS 3344 Semiconductor and other electronic component manufacturing"
"33441","NAICS 33441 Semiconductor and other electronic component manufacturing"
"334411","NAICS07 334411 Electron tube manufacturing"
"334412","NAICS 334412 Bare printed circuit board manufacturing"
"334413","NAICS 334413 Semiconductor and related device manufacturing"
"334414","NAICS07 334414 Electronic capacitor manufacturing"
"334415","NAICS07 334415 Electronic resistor manufacturing"
"334416","NAICS 334416 Capacitor, resistor, coil, transformer, and other inductor manufacturing"
"334417","NAICS 334417 Electronic connector manufacturing"
"334418","NAICS 334418 Printed circuit assembly (electronic assembly) manufacturing"
"334419","NAICS 334419 Other electronic component manufacturing"
"3345","NAICS 3345 Navigational, measuring, electromedical, and control instruments manufacturing"
"33451","NAICS 33451 Navigational, measuring, electromedical, and control instruments manufacturing"
"334510","NAICS 334510 Electromedical and electrotherapeutic apparatus manufacturing"
"334511","NAICS 334511 Search, detection, navigation, guidance, aeronautical, and nautical system and instrument manufacturing"
"334512","NAICS 334512 Automatic environmental control manufacturing for residential, commercial, and appliance use"
"334513","NAICS 334513 Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables"
"334514","NAICS 334514 Totalizing fluid meter and counting device manufacturing"
"334515","NAICS 334515 Instrument manufacturing for measuring and testing electricity and electrical signals"
"334516","NAICS 334516 Analytical laboratory instrument manufacturing"
"334517","NAICS 334517 Irradiation apparatus manufacturing"
"334518","NAICS07 334518 Watch, clock, and part manufacturing"
"334519","NAICS 334519 Other measuring and controlling device manufacturing"
"3346","NAICS 3346 Manufacturing and reproducing magnetic and optical media"
"33461","NAICS 33461 Manufacturing and reproducing magnetic and optical media"
"334610","NAICS 334610 Manufacturing and reproducing magnetic and optical media"
"334611","NAICS07 334611 Software reproducing"
"334612","NAICS07 334612 Audio and video media reproduction"
"334613","NAICS17 334613 Blank magnetic and optical media mfg."
"334614","NAICS17 334614 Software and prerecorded media reproducing"
"335","NAICS 335 Electrical equipment, appliance, and component manufacturing"
"3351","NAICS 3351 Electric lighting equipment manufacturing"
"33511","NAICS17 33511 Electric lamp bulb and part manufacturing"
"335110","NAICS17 335110 Electric lamp bulb and part manufacturing"
"33512","NAICS17 33512 Lighting fixture manufacturing"
"335121","NAICS17 335121 Residential electric lighting fixture mfg."
"335122","NAICS17 335122 Nonresidential electric lighting fixture mfg."
"335129","NAICS17 335129 Other lighting equipment manufacturing"
"33513","NAICS 33513 Electric lighting equipment manufacturing"
"335131","NAICS 335131 Residential electric lighting fixture manufacturing"
"335132","NAICS 335132 Commercial, industrial, and institutional electric lighting fixture manufacturing"
"335139","NAICS 335139 Electric lamp bulb and other lighting equipment manufacturing"
"3352","NAICS 3352 Household appliance manufacturing"
"33521","NAICS 33521 Small electrical appliance manufacturing"
"335210","NAICS 335210 Small electrical appliance manufacturing"
"335211","NAICS07 335211 Electric housewares and household fan mfg."
"335212","NAICS07 335212 Household vacuum cleaner manufacturing"
"33522","NAICS 33522 Major household appliance manufacturing"
"335220","NAICS 335220 Major household appliance manufacturing"
"335221","NAICS12 335221 Household cooking appliance manufacturing"
"335222","NAICS12 335222 Household refrigerator and home freezer mfg."
"335224","NAICS12 335224 Household laundry equipment manufacturing"
"335228","NAICS12 335228 Other major household appliance manufacturing"
"3353","NAICS 3353 Electrical equipment manufacturing"
"33531","NAICS 33531 Electrical equipment manufacturing"
"335311","NAICS 335311 Power, distribution, and specialty transformer manufacturing"
"335312","NAICS 335312 Motor and generator manufacturing"
"335313","NAICS 335313 Switchgear and switchboard apparatus manufacturing"
"335314","NAICS 335314 Relay and industrial control manufacturing"
